appbytes,bytes,count,dstbytes,dstload,dstport,dstrate,duration,hops,intpkt,jitter,loss,maxsize,meansize,minsize,packets,pcr,ploss,protocol,rate,rtt,srcbytes,srcload,srcport,srcrate,srcrate,security
0,840,12,60,0.295059,0,0.0,1626.793457,19,180.951,0.0,0,120,120.0,120,14,-0.0,0.0,6,0.007991,0.0,780,3.835767,49964,0.007376,0.007376,1
0,840,12,60,0.295059,0,0.0,1626.793457,19,180.951,0.0,0,120,120.0,120,14,-0.0,0.0,6,0.007991,0.0,780,3.835767,49964,0.007376,0.007376,1
17723,21419,45,0,0.0,0,0.0,1742.11145,0,2838.563,2621.557,0,270,243.39772,83,88,1.0,0.0,17,0.049939,0.0,21419,98.358803,0,0.049939,0.049939,1
17723,21419,45,0,0.0,0,0.0,1742.11145,0,2838.563,2621.557,0,270,243.39772,83,88,1.0,0.0,17,0.049939,0.0,21419,98.358803,0,0.049939,0.049939,1
0,60,1,0,0.0,8088,0.0,0.0,10,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,32178,0.0,0.0,1
0,60,1,0,0.0,8088,0.0,0.0,10,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,32178,0.0,0.0,1
49393,56281,73,16620,75.770081,0,0.016665,1754.782349,0,2379.286,2474.412,0,1108,849.9775999999999,626,164,0.37805,0.0,17,0.092889,0.0,39661,180.813309,0,0.075793,0.075793,1
49393,56281,73,16620,75.770081,0,0.016665,1754.782349,0,2379.286,2474.412,0,1108,849.9775999999999,626,164,0.37805,0.0,17,0.092889,0.0,39661,180.813309,0,0.075793,0.075793,1
17780,21392,44,0,0.0,0,0.0,1740.192749,0,3027.254,2487.969,0,270,248.744186,83,86,1.0,0.0,17,0.048845,0.0,21392,98.343132,0,0.048845,0.048845,1
17780,21392,44,0,0.0,0,0.0,1740.192749,0,3027.254,2487.969,0,270,248.744186,83,86,1.0,0.0,17,0.048845,0.0,21392,98.343132,0,0.048845,0.048845,1
0,840,12,60,0.698737,0,0.0,686.953552,13,121.506,0.0,0,120,120.0,120,14,-0.0,0.0,6,0.018924,0.0,780,9.083584,49452,0.017468,0.017468,1
0,840,12,60,0.698737,0,0.0,686.953552,13,121.506,0.0,0,120,120.0,120,14,-0.0,0.0,6,0.018924,0.0,780,9.083584,49452,0.017468,0.017468,1
19321,23269,47,0,0.0,0,0.0,1740.410889,0,2899.85,2409.834,0,270,247.542557,67,94,1.0,0.0,17,0.053436,0.0,23269,106.958649,0,0.053436,0.053436,1
19321,23269,47,0,0.0,0,0.0,1740.410889,0,2899.85,2409.834,0,270,247.542557,67,94,1.0,0.0,17,0.053436,0.0,23269,106.958649,0,0.053436,0.053436,1
21360,26694,34,0,0.0,0,0.0,1756.104492,0,989.171938,1966689.152,0,243,210.18898,66,127,1.0,0.0,17,0.07175,0.0,26694,121.605522,0,0.07175,0.07175,1
21360,26694,34,0,0.0,0,0.0,1756.104492,0,989.171938,1966689.152,0,243,210.18898,66,127,1.0,0.0,17,0.07175,0.0,26694,121.605522,0,0.07175,0.07175,1
0,120,2,0,0.0,8002,0.0,0.025325,16,0.0,0.0,0,60,60.0,60,2,-0.0,0.0,6,39.486671,0.0,120,37907.207031,0,39.486671,39.486671,1
0,120,2,0,0.0,8002,0.0,0.025325,16,0.0,0.0,0,60,60.0,60,2,-0.0,0.0,6,39.486671,0.0,120,37907.207031,0,39.486671,39.486671,1
0,60,1,0,0.0,5902,0.0,0.0,19,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,58976,0.0,0.0,1
0,60,1,0,0.0,5902,0.0,0.0,19,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,58976,0.0,0.0,1
0,60,1,0,0.0,22,0.0,0.0,13,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,43176,0.0,0.0,0
318,504,2,0,0.0,547,0.0,5.00059,0,2500.295,1500.038,0,168,168.0,168,3,1.0,0.0,17,0.399953,0.0,504,806.304871,546,0.399953,0.399953,0
2884,4620,20,0,0.0,547,0.0,1344.053223,0,3746.722,2684.442,0,165,165.0,165,28,1.0,0.0,17,0.020088,0.0,4620,27.498911,546,0.020088,0.020088,0
5300,14476,80,0,0.0,0,0.0,1344.051636,0,868.137,1930.913,0,157,97.810814,84,148,1.0,0.0,17,0.109371,0.0,14476,86.163353,0,0.109371,0.109371,0
10464,28568,270,180,0.801288,0,2.375319,1797.106689,0,2760.4790000000003,2543.784,0,259,187.889656,179,292,0.989297,0.0,17,0.161927,0.0,28388,126.372017,0,0.160814,0.160814,0
3040,5700,45,0,0.0,0,0.0,1763.641602,0,885.048,153.383,0,60,60.0,60,95,1.0,0.0,2054,0.053299,0.0,5700,25.855593,0,0.053299,0.053299,0
71766,118696,277,0,0.0,0,0.0,1675.546631,0,918.201,1421.622,0,686,155.56488,62,763,1.0,0.0,0,0.454777,0.0,118696,566.721313,0,0.454777,0.454777,0
736,1728,16,0,0.0,547,0.0,1747.283447,0,0.0,0.0,0,108,108.0,108,16,1.0,0.0,17,0.008585,0.0,1728,7.91171,546,0.008585,0.008585,0
864,1360,5,0,0.0,547,0.0,64.047447,0,3208.156,2640.619,0,170,170.0,170,8,1.0,0.0,17,0.109294,0.0,1360,169.874069,546,0.109294,0.109294,0
19267,24475,70,0,0.0,5353,0.0,1772.369629,1,5043.535,3318.239,0,468,291.369049,244,84,1.0,0.0,17,0.04683,0.0,24475,110.473572,5353,0.04683,0.04683,0
1265184,2372220,12052,60,0.266074,0,0.0,1804.01123,0,1158.21,1892010.88,0,120,120.0,120,39537,0.999949,0.0,2054,21.915606,0.0,2372160,10519.491211,0,21.915052,21.915052,0
26203,35503,66,0,0.0,5353,0.0,1773.31604,1,2700.174,3062.861,0,1424,236.686661,101,150,1.0,0.0,17,0.084023,0.0,35503,160.165466,5353,0.084023,0.084023,0
424,672,2,0,0.0,547,0.0,6.027753,0,2009.251,1414.59,0,168,168.0,168,4,1.0,0.0,17,0.497698,0.0,672,891.874634,546,0.497698,0.497698,0
2968,4704,20,0,0.0,547,0.0,1344.095215,0,3749.432,2681.591,0,168,168.0,168,28,1.0,0.0,17,0.020088,0.0,4704,27.998016,546,0.020088,0.020088,0
960,1800,15,900,4.308609,0,0.008378,1671.072754,0,0.0,0.0,0,120,120.0,120,30,0.0,0.0,2054,0.017354,0.0,900,4.308609,0,0.008378,0.008378,1
960,1800,15,900,4.308609,0,0.008378,1671.072754,0,0.0,0.0,0,120,120.0,120,30,0.0,0.0,2054,0.017354,0.0,900,4.308609,0,0.008378,0.008378,1
2752,5160,36,0,0.0,0,0.0,1757.925171,0,845.914,209.476,0,60,60.0,60,86,1.0,0.0,2054,0.048352,0.0,5160,23.482227,0,0.048352,0.048352,0
3392,5376,22,0,0.0,547,0.0,1715.299072,0,3534.91275,2559.483,0,168,168.0,168,32,1.0,0.0,17,0.018073,0.0,5376,25.073179,546,0.018073,0.018073,0
3158,5328,22,0,0.0,0,0.0,1344.358032,0,2869.645,2827.259,0,168,152.228577,87,35,1.0,0.0,0,0.025291,0.0,5328,31.705839,0,0.025291,0.025291,0
16673,36521,143,0,0.0,0,0.0,1791.244019,0,1273.73,2045.02,0,168,112.719139,70,324,1.0,0.0,0,0.180322,0.0,36521,163.108994,0,0.180322,0.180322,0
5919,11085,106,0,0.0,0,0.0,1775.818848,0,842.514,985.447,0,270,90.121948,66,123,1.0,0.0,17,0.068701,0.0,11085,49.937527,0,0.068701,0.068701,1
5919,11085,106,0,0.0,0,0.0,1775.818848,0,842.514,985.447,0,270,90.121948,66,123,1.0,0.0,17,0.068701,0.0,11085,49.937527,0,0.068701,0.068701,1
3604,5712,24,0,0.0,547,0.0,1739.17334,0,3750.43275,2681.427,0,168,168.0,168,34,1.0,0.0,17,0.018975,0.0,5712,26.274551,546,0.018975,0.018975,1
3604,5712,24,0,0.0,547,0.0,1739.17334,0,3750.43275,2681.427,0,168,168.0,168,34,1.0,0.0,17,0.018975,0.0,5712,26.274551,546,0.018975,0.018975,1
848,1344,5,0,0.0,547,0.0,64.065445,0,3209.504,2638.364,0,168,168.0,168,8,1.0,0.0,17,0.109263,0.0,1344,167.828384,546,0.109263,0.109263,1
848,1344,5,0,0.0,547,0.0,64.065445,0,3209.504,2638.364,0,168,168.0,168,8,1.0,0.0,17,0.109263,0.0,1344,167.828384,546,0.109263,0.109263,1
48,172,1,0,0.0,5355,0.0,0.410696,0,410.696,0.0,0,86,86.0,86,2,1.0,0.0,17,2.434891,0.0,172,1675.205078,59550,2.434891,2.434891,1
48,172,1,0,0.0,5355,0.0,0.410696,0,410.696,0.0,0,86,86.0,86,2,1.0,0.0,17,2.434891,0.0,172,1675.205078,59550,2.434891,2.434891,1
11424,21420,125,0,0.0,0,0.0,1791.910645,0,1748.159,2302.805,0,60,60.0,60,357,1.0,0.0,2054,0.198671,0.0,21420,95.629768,0,0.198671,0.198671,0
6601,19311,123,186,0.856941,0,2.437205,1736.408936,0,820.8209999999999,0.35,0,192,187.21182299999998,186,205,0.981215,0.0,17,0.117484,0.0,19125,88.112885,0,0.116332,0.116332,0
3570,5678,22,0,0.0,547,0.0,1744.038086,0,3200.674,2638.161,0,167,167.0,167,34,1.0,0.0,17,0.018922,0.0,5678,26.045303,546,0.018922,0.018922,0
4580,6444,1,4271,7978.890137,22,3.035337,3.953432,14,588.919,522.0822969999999,0,2156,473.405121,132,28,-0.4869,0.0,6,6.829509,0.283712,2173,4105.799805,44195,3.541227,3.541227,1
4580,6444,1,4271,7978.890137,22,3.035337,3.953432,14,588.919,522.0822969999999,0,2156,473.405121,132,28,-0.4869,0.0,6,6.829509,0.283712,2173,4105.799805,44195,3.541227,3.541227,1
848,1344,5,0,0.0,547,0.0,64.076126,0,3211.108,2635.665,0,168,168.0,168,8,1.0,0.0,17,0.109245,0.0,1344,167.8004,546,0.109245,0.109245,1
848,1344,5,0,0.0,547,0.0,64.076126,0,3211.108,2635.665,0,168,168.0,168,8,1.0,0.0,17,0.109245,0.0,1344,167.8004,546,0.109245,0.109245,1
2968,4704,20,0,0.0,547,0.0,1344.049927,0,3750.256,2681.224,0,168,168.0,168,28,1.0,0.0,17,0.020089,0.0,4704,27.99896,546,0.020089,0.020089,1
2968,4704,20,0,0.0,547,0.0,1344.049927,0,3750.256,2681.224,0,168,168.0,168,28,1.0,0.0,17,0.020089,0.0,4704,27.99896,546,0.020089,0.020089,1
315,501,2,0,0.0,547,0.0,5.000522,0,2500.261,1500.013,0,167,167.0,167,3,1.0,0.0,17,0.399958,0.0,501,801.516296,546,0.399958,0.399958,1
315,501,2,0,0.0,547,0.0,5.000522,0,2500.261,1500.013,0,167,167.0,167,3,1.0,0.0,17,0.399958,0.0,501,801.516296,546,0.399958,0.399958,1
3840,7200,120,7200,32.328083,0,0.066789,1781.732666,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.066789,0.0,0,0.0,0,0.0,0.0,1
3840,7200,120,7200,32.328083,0,0.066789,1781.732666,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.066789,0.0,0,0.0,0,0.0,0.0,1
3840,7200,120,7200,32.336975,0,0.066807,1781.242676,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.066807,0.0,0,0.0,0,0.0,0.0,0
77,139,1,0,0.0,5353,0.0,0.0,1,0.0,0.0,0,139,139.0,139,1,1.0,0.0,17,0.0,0.0,139,0.0,5353,0.0,0.0,0
3045,4843,21,0,0.0,0,0.0,1344.042358,0,3750.146,2681.314,0,168,167.0,139,29,1.0,0.0,17,0.020833,0.0,4843,28.826473,0,0.020833,0.020833,0
0,60,1,0,0.0,5555,0.0,0.0,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,36564,0.0,0.0,1
0,60,1,0,0.0,5555,0.0,0.0,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,36564,0.0,0.0,1
1920,3600,30,0,0.0,0,0.0,1711.229004,0,873.677,161.37,0,60,60.0,60,60,1.0,0.0,2054,0.034478,0.0,3600,16.830009,0,0.034478,0.034478,0
209,581,3,0,0.0,0,0.0,0.007242,0,1.156,1.083,0,131,96.833336,87,6,1.0,0.0,0,690.416992,0.0,581,641811.625,0,690.416992,690.416992,0
2912,4648,20,0,0.0,547,0.0,1344.062012,0,3748.332,2682.847,0,166,166.0,166,28,1.0,0.0,17,0.020088,0.0,4648,27.66539,546,0.020088,0.020088,0
3026,5134,24,0,0.0,547,0.0,1739.344971,0,3758.64725,2677.829,0,151,151.0,151,34,1.0,0.0,17,0.018973,0.0,5134,23.613487,546,0.018973,0.018973,0
5760,10800,180,0,0.0,0,0.0,1790.234009,0,0.0,0.0,0,60,60.0,60,180,1.0,0.0,2054,0.099987,0.0,10800,48.261848,0,0.099987,0.099987,1
5760,10800,180,0,0.0,0,0.0,1790.234009,0,0.0,0.0,0,60,60.0,60,180,1.0,0.0,2054,0.099987,0.0,10800,48.261848,0,0.099987,0.099987,1
3008,5640,42,0,0.0,0,0.0,1709.2052,0,805.052,197.033,0,60,60.0,60,94,1.0,0.0,2054,0.054411,0.0,5640,26.398235,0,0.054411,0.054411,0
224,420,6,60,0.394533,0,0.0,1216.627075,0,0.0,0.0,0,120,120.0,120,7,0.714286,0.0,2054,0.004932,0.0,360,2.3672,0,0.00411,0.00411,0
2784,5220,35,0,0.0,0,0.0,1702.057251,0,945.406,114.1,0,60,60.0,60,87,1.0,0.0,2054,0.050527,0.0,5220,24.535015,0,0.050527,0.050527,0
2688,5040,34,0,0.0,0,0.0,1765.892822,0,904.200938,102.641,0,60,60.0,60,84,1.0,0.0,2054,0.047002,0.0,5040,22.832644,0,0.047002,0.047002,0
57952,108660,480,0,0.0,0,0.0,1788.010742,0,1615.773,1780.224,0,60,60.0,60,1811,1.0,0.0,2054,1.012298,0.0,108660,486.17157,0,1.012298,1.012298,0
448,840,7,420,2.994313,0,0.005347,1122.127197,0,0.0,0.0,0,120,120.0,120,14,0.0,0.0,2054,0.011585,0.0,420,2.994313,0,0.005347,0.005347,1
448,840,7,420,2.994313,0,0.005347,1122.127197,0,0.0,0.0,0,120,120.0,120,14,0.0,0.0,2054,0.011585,0.0,420,2.994313,0,0.005347,0.005347,1
384,720,6,0,0.0,0,0.0,359.927948,0,1001.442,3.479,0,60,60.0,60,12,1.0,0.0,2054,0.030562,0.0,720,16.003202,0,0.030562,0.030562,0
3072,5760,44,0,0.0,0,0.0,1702.099609,0,844.437,210.706,0,60,60.0,60,96,1.0,0.0,2054,0.055813,0.0,5760,27.072447,0,0.055813,0.055813,0
2432,4560,26,0,0.0,0,0.0,1687.527832,0,908.368,95.789,0,60,60.0,60,76,1.0,0.0,2054,0.044444,0.0,4560,21.617422,0,0.044444,0.044444,0
3008,5640,42,0,0.0,0,0.0,1767.569702,0,954.477,53.849,0,60,60.0,60,94,1.0,0.0,2054,0.052615,0.0,5640,25.526575,0,0.052615,0.052615,0
0,60,1,0,0.0,8081,0.0,0.0,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,56244,0.0,0.0,1
0,60,1,0,0.0,8081,0.0,0.0,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,56244,0.0,0.0,1
0,120,2,0,0.0,5034,0.0,197.485291,16,0.0,0.0,0,60,60.0,60,2,-0.0,0.0,6,0.005064,0.0,120,4.861122,1336,0.005064,0.005064,0
4770,9558,111,0,0.0,0,0.0,1771.703613,0,4002.126,1594.505,0,92,83.842102,82,114,1.0,0.0,17,0.06378,0.0,9558,43.158459,0,0.06378,0.06378,1
4770,9558,111,0,0.0,0,0.0,1771.703613,0,4002.126,1594.505,0,92,83.842102,82,114,1.0,0.0,17,0.06378,0.0,9558,43.158459,0,0.06378,0.06378,1
39087,52527,269,0,0.0,0,0.0,1790.835693,0,3843.197,2075.726,0,243,164.146881,78,320,1.0,0.0,17,0.178129,0.0,52527,234.647995,0,0.178129,0.178129,0
29,71,1,0,0.0,53,0.0,0.0,12,0.0,0.0,0,71,71.0,71,1,1.0,0.0,17,0.0,0.0,71,0.0,53148,0.0,0.0,1
29,71,1,0,0.0,53,0.0,0.0,12,0.0,0.0,0,71,71.0,71,1,1.0,0.0,17,0.0,0.0,71,0.0,53148,0.0,0.0,1
3570,5678,24,0,0.0,547,0.0,1739.069824,0,3749.05,2681.952,0,167,167.0,167,34,1.0,0.0,17,0.018976,0.0,5678,26.119711,546,0.018976,0.018976,1
3570,5678,24,0,0.0,547,0.0,1739.069824,0,3749.05,2681.952,0,167,167.0,167,34,1.0,0.0,17,0.018976,0.0,5678,26.119711,546,0.018976,0.018976,1
0,60,1,0,0.0,8888,0.0,4.5e-05,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,60597,0.0,0.0,1
0,60,1,0,0.0,8888,0.0,4.5e-05,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,60597,0.0,0.0,1
13086,17370,58,0,0.0,5353,0.0,1772.637451,1,3685.355,2801.769,0,1421,170.294113,81,102,1.0,0.0,17,0.056977,0.0,17370,78.391663,5353,0.056977,0.056977,0
0,60,1,0,0.0,8888,0.0,4.5e-05,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,50718,0.0,0.0,1
0,60,1,0,0.0,8888,0.0,4.5e-05,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,50718,0.0,0.0,1
10274,12836,16,0,0.0,0,0.0,1683.041016,0,1001.941,1.363,0,356,210.426224,208,61,1.0,0.0,17,0.03565,0.0,12836,61.013367,0,0.03565,0.03565,0
17608,21220,45,0,0.0,0,0.0,1739.951294,0,3001.178,2554.899,0,270,246.744186,67,86,1.0,0.0,17,0.048852,0.0,21220,97.565948,0,0.048852,0.048852,1
17608,21220,45,0,0.0,0,0.0,1739.951294,0,3001.178,2554.899,0,270,246.744186,67,86,1.0,0.0,17,0.048852,0.0,21220,97.565948,0,0.048852,0.048852,1
92820,166672,192,0,0.0,0,0.0,1793.608521,0,365.358,1518.657,0,344,77.811394,60,2142,1.0,0.0,0,1.193683,0.0,166672,743.404114,0,1.193683,1.193683,0
64934,82700,303,0,0.0,0,0.0,1781.401611,0,3000.756,1102989.44,0,268,195.50827,69,423,1.0,0.0,17,0.236892,0.0,82700,371.392944,0,0.236892,0.236892,1
64934,82700,303,0,0.0,0,0.0,1781.401611,0,3000.756,1102989.44,0,268,195.50827,69,423,1.0,0.0,17,0.236892,0.0,82700,371.392944,0,0.236892,0.236892,1
0,60,1,0,0.0,8888,0.0,4.4e-05,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,33857,0.0,0.0,1
0,60,1,0,0.0,8888,0.0,4.4e-05,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,33857,0.0,0.0,1
957,999,1,0,0.0,5353,0.0,0.0,1,0.0,0.0,0,999,999.0,999,1,1.0,0.0,17,0.0,0.0,999,0.0,5353,0.0,0.0,0
452007,512529,254,0,0.0,0,0.0,1772.380371,0,595.497,1411.12,0,1494,355.675934,64,1441,1.0,0.0,17,0.812467,0.0,512529,2313.404053,0,0.812467,0.812467,1
452007,512529,254,0,0.0,0,0.0,1772.380371,0,595.497,1411.12,0,1494,355.675934,64,1441,1.0,0.0,17,0.812467,0.0,512529,2313.404053,0,0.812467,0.812467,1
101329,125941,284,0,0.0,0,0.0,1792.524414,0,1821.817125,659052.544,0,268,214.916382,82,586,1.0,0.0,17,0.326355,0.0,125941,562.072144,0,0.326355,0.326355,0
17345,20999,46,0,0.0,0,0.0,1741.040894,0,3017.245,2627.496,0,270,241.367813,67,87,1.0,0.0,17,0.049396,0.0,20999,96.489403,0,0.049396,0.049396,1
17345,20999,46,0,0.0,0,0.0,1741.040894,0,3017.245,2627.496,0,270,241.367813,67,87,1.0,0.0,17,0.049396,0.0,20999,96.489403,0,0.049396,0.049396,1
10320,12840,15,0,0.0,1900,0.0,1683.011719,0,1000.685,2147483.648,0,214,214.0,214,60,1.0,0.0,17,0.035056,0.0,12840,61.033443,0,0.035056,0.035056,0
0,300,5,0,0.0,0,0.0,346.28476,12,0.0,0.0,0,60,60.0,60,5,-0.0,0.0,6,0.011551,0.0,300,6.930712,45215,0.011551,0.011551,1
0,300,5,0,0.0,0,0.0,346.28476,12,0.0,0.0,0,60,60.0,60,5,-0.0,0.0,6,0.011551,0.0,300,6.930712,45215,0.011551,0.011551,1
0,120,2,0,0.0,22,0.0,624.898193,13,0.0,0.0,0,60,60.0,60,2,-0.0,0.0,6,0.0016,0.0,120,1.53625,0,0.0016,0.0016,0
17142,20628,43,0,0.0,0,0.0,1726.603394,0,2997.365,2459.503,0,270,248.530121,83,83,1.0,0.0,17,0.047492,0.0,20628,95.577248,0,0.047492,0.047492,1
17142,20628,43,0,0.0,0,0.0,1726.603394,0,2997.365,2459.503,0,270,248.530121,83,83,1.0,0.0,17,0.047492,0.0,20628,95.577248,0,0.047492,0.047492,1
21165,28557,136,0,0.0,0,0.0,1777.939697,0,3142.697,2485.41,0,270,162.255676,78,176,1.0,0.0,17,0.098429,0.0,28557,128.494797,0,0.098429,0.098429,1
21165,28557,136,0,0.0,0,0.0,1777.939697,0,3142.697,2485.41,0,270,162.255676,78,176,1.0,0.0,17,0.098429,0.0,28557,128.494797,0,0.098429,0.098429,1
9288,12312,37,0,0.0,0,0.0,1665.38208,0,2908.237,535.155,0,243,171.0,69,72,1.0,0.0,17,0.042633,0.0,12312,59.143185,0,0.042633,0.042633,1
9288,12312,37,0,0.0,0,0.0,1665.38208,0,2908.237,535.155,0,243,171.0,69,72,1.0,0.0,17,0.042633,0.0,12312,59.143185,0,0.042633,0.042633,1
2688,5040,34,0,0.0,0,0.0,1688.692139,0,872.124,130.886,0,60,60.0,60,84,1.0,0.0,2054,0.04915,0.0,5040,23.876465,0,0.04915,0.04915,0
11622,15108,41,0,0.0,5353,0.0,1727.062622,1,2979.62575,2323.031,0,685,182.024094,98,83,1.0,0.0,17,0.047479,0.0,15108,69.982407,5353,0.047479,0.047479,0
348,1278,9,0,0.0,0,0.0,1223.030273,0,409.428,0.348,0,90,85.199997,84,15,1.0,0.0,17,0.011447,0.0,1278,8.359564,0,0.011447,0.011447,0
14096,16994,35,0,0.0,0,0.0,1672.341431,0,2277.693,1854.074,0,270,246.289856,73,69,1.0,0.0,17,0.040662,0.0,16994,81.294403,0,0.040662,0.040662,1
14096,16994,35,0,0.0,0,0.0,1672.341431,0,2277.693,1854.074,0,270,246.289856,73,69,1.0,0.0,17,0.040662,0.0,16994,81.294403,0,0.040662,0.040662,1
65463,77811,197,0,0.0,0,0.0,1747.190796,0,2710.06,2674.008,0,292,264.663269,83,294,1.0,0.0,17,0.167698,0.0,77811,356.279358,0,0.167698,0.167698,1
65463,77811,197,0,0.0,0,0.0,1747.190796,0,2710.06,2674.008,0,292,264.663269,83,294,1.0,0.0,17,0.167698,0.0,77811,356.279358,0,0.167698,0.167698,1
848,1344,5,0,0.0,547,0.0,64.07386,0,3210.701,2634.326,0,168,168.0,168,8,1.0,0.0,17,0.109249,0.0,1344,167.806335,546,0.109249,0.109249,1
848,1344,5,0,0.0,547,0.0,64.07386,0,3210.701,2634.326,0,168,168.0,168,8,1.0,0.0,17,0.109249,0.0,1344,167.806335,546,0.109249,0.109249,1
1024,1920,31,0,0.0,0,0.0,1633.124512,0,26.304,0.0,0,60,60.0,60,32,1.0,0.0,2054,0.018982,0.0,1920,9.405284,0,0.018982,0.018982,0
16758,19950,36,0,0.0,0,0.0,1671.410034,0,2063.224,1135.215,0,274,262.5,113,76,1.0,0.0,17,0.044872,0.0,19950,95.488235,0,0.044872,0.044872,1
16758,19950,36,0,0.0,0,0.0,1671.410034,0,2063.224,1135.215,0,274,262.5,113,76,1.0,0.0,17,0.044872,0.0,19950,95.488235,0,0.044872,0.044872,1
0,300,1,180,285.382263,80,0.594546,3.363909,12,4965.0560000000005,398.845,2,120,120.0,120,5,-0.0,28.571429,6,1.189093,7e-06,120,142.691132,54383,0.297273,0.297273,1
0,300,1,180,285.382263,80,0.594546,3.363909,12,4965.0560000000005,398.845,2,120,120.0,120,5,-0.0,28.571429,6,1.189093,7e-06,120,142.691132,54383,0.297273,0.297273,1
3372,5480,24,0,0.0,0,0.0,1740.439453,0,3353.955,2774.753,0,170,161.176468,95,34,1.0,0.0,17,0.018961,0.0,5480,25.189041,0,0.018961,0.018961,1
3372,5480,24,0,0.0,0,0.0,1740.439453,0,3353.955,2774.753,0,170,161.176468,95,34,1.0,0.0,17,0.018961,0.0,5480,25.189041,0,0.018961,0.018961,1
39,81,1,0,0.0,5353,0.0,0.0,1,0.0,0.0,0,81,81.0,81,1,1.0,0.0,17,0.0,0.0,81,0.0,5353,0.0,0.0,0
2820,5580,75,0,0.0,0,0.0,1782.360718,0,0.0,0.0,0,78,74.400002,60,75,1.0,0.0,0,0.041518,0.0,5580,25.045435,0,0.041518,0.041518,0
14466,18036,26,0,0.0,0,0.0,1715.623779,0,873.787,373.026,0,500,212.188232,83,85,1.0,0.0,17,0.048962,0.0,18036,84.102356,0,0.048962,0.048962,0
2940,4676,20,0,0.0,547,0.0,1343.990601,0,3747.627,2683.555,0,167,167.0,167,28,1.0,0.0,17,0.020089,0.0,4676,27.833529,546,0.020089,0.020089,0
547,671,2,0,0.0,5353,0.0,825.845215,1,0.0,0.0,0,566,335.5,105,2,1.0,0.0,17,0.001211,0.0,671,6.500007,5353,0.001211,0.001211,0
32768,91886,380,168,0.770599,0,2.436754,1744.0979,0,1169.929,1314.219,0,252,180.039787,154,957,0.997314,0.0,0,0.548134,0.0,91718,420.701141,0,0.546988,0.546988,0
2640,4680,60,0,0.0,0,0.0,1770.200684,0,0.0,0.0,0,78,78.0,78,60,1.0,0.0,103,0.03333,0.0,4680,21.150145,0,0.03333,0.03333,0
15689,18965,37,0,0.0,0,0.0,1670.107788,0,2022.137,1437.192,0,270,243.141022,83,78,1.0,0.0,17,0.046105,0.0,18965,90.844437,0,0.046105,0.046105,0
160,532,3,0,0.0,0,0.0,510.449799,0,1638.658,2032.98,0,92,88.666664,84,6,1.0,0.0,17,0.009795,0.0,532,8.337745,0,0.009795,0.009795,0
153,525,5,0,0.0,0,0.0,9.389338,0,4899.377,4488.938,0,93,87.5,84,6,1.0,0.0,17,0.532519,0.0,525,447.315918,0,0.532519,0.532519,0
2968,4704,20,0,0.0,547,0.0,1344.240601,0,3758.021,2678.264,0,168,168.0,168,28,1.0,0.0,17,0.020086,0.0,4704,27.994987,546,0.020086,0.020086,0
2968,4704,20,0,0.0,547,0.0,1344.096069,0,3749.814,2681.198,0,168,168.0,168,28,1.0,0.0,17,0.020088,0.0,4704,27.997999,546,0.020088,0.020088,0
402,486,2,0,0.0,138,0.0,719.431274,0,0.0,0.0,0,243,243.0,243,2,1.0,0.0,17,0.00139,0.0,486,5.404269,138,0.00139,0.00139,0
1244,2126,9,0,0.0,0,0.0,1261.8125,0,1284.525,1992.934,0,243,101.238098,64,21,1.0,0.0,17,0.01585,0.0,2126,13.479023,0,0.01585,0.01585,1
1244,2126,9,0,0.0,0,0.0,1261.8125,0,1284.525,1992.934,0,243,101.238098,64,21,1.0,0.0,17,0.01585,0.0,2126,13.479023,0,0.01585,0.01585,1
3840,7200,120,7200,32.328667,0,0.06679,1781.700439,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.06679,0.0,0,0.0,0,0.0,0.0,1
